Target,Accuracy,K,Window_Size,Window_Overlap,Optimization_Level,Finite_Context,Time
english_polish_czech.txt,49.1,5,12,0.4,1,True,17.484
english_polish_czech.txt,48.5,5,12,0.4,1,False,17.221
english_polish_czech.txt,79.54,5,12,0.6,1,True,17.868
english_polish_czech.txt,46.61,5,12,0.6,1,False,17.942
english_polish_czech.txt,78.74,5,12,0.8,1,True,17.711
english_polish_czech.txt,60.68,5,12,0.8,1,False,17.982
english_polish_czech.txt,81.44,5,15,0,1,True,17.351
english_polish_czech.txt,34.13,5,15,0,1,False,17.16
english_polish_czech.txt,82.24,5,15,0.2,1,True,17.259
english_polish_czech.txt,41.42,5,15,0.2,1,False,17.338
english_polish_czech.txt,80.84,5,15,0.4,1,True,17.223
english_polish_czech.txt,41.12,5,15,0.4,1,False,17.065
english_polish_czech.txt,83.43,5,15,0.6,1,True,17.337
english_polish_czech.txt,41.52,5,15,0.6,1,False,17.381
english_polish_czech.txt,80.24,5,15,0.8,1,True,18.03
english_polish_czech.txt,41.52,5,15,0.8,1,False,17.734
english_polish_czech.txt,63.17,5,3,0,2,True,17.554
english_polish_czech.txt,84.13,5,3,0,2,False,17.498
english_polish_czech.txt,65.17,5,3,0.2,2,True,17.8
english_polish_czech.txt,79.54,5,3,0.2,2,False,17.825
english_polish_czech.txt,62.57,5,3,0.4,2,True,18.966
english_polish_czech.txt,77.05,5,3,0.4,2,False,18.546
english_polish_czech.txt,62.57,5,3,0.6,2,True,18.539
english_polish_czech.txt,77.05,5,3,0.6,2,False,18.526
english_polish_czech.txt,62.57,5,3,0.8,2,True,18.926
english_polish_czech.txt,77.05,5,3,0.8,2,False,18.804
english_polish_czech.txt,69.26,5,5,0,2,True,17.868
english_polish_czech.txt,75.15,5,5,0,2,False,17.557
english_polish_czech.txt,69.86,5,5,0.2,2,True,17.853
english_polish_czech.txt,79.64,5,5,0.2,2,False,17.665
english_polish_czech.txt,70.46,5,5,0.4,2,True,17.779
english_polish_czech.txt,70.46,5,5,0.4,2,False,8.907
english_polish_czech.txt,68.76,5,5,0.6,2,True,18.353
english_polish_czech.txt,82.93,5,5,0.6,2,False,17.986
english_polish_czech.txt,67.56,5,5,0.8,2,True,18.922
english_polish_czech.txt,84.43,5,5,0.8,2,False,18.646
english_polish_czech.txt,79.94,5,8,0,2,True,17.357
english_polish_czech.txt,66.37,5,8,0,2,False,17.108
english_polish_czech.txt,81.94,5,8,0.2,2,True,17.345
english_polish_czech.txt,70.46,5,8,0.2,2,False,17.544
english_polish_czech.txt,77.54,5,8,0.4,2,True,17.588
english_polish_czech.txt,70.46,5,8,0.4,2,False,17.628
english_polish_czech.txt,77.74,5,8,0.6,2,True,17.868
english_polish_czech.txt,72.46,5,8,0.6,2,False,17.932
english_polish_czech.txt,75.95,5,8,0.8,2,True,19.262
english_polish_czech.txt,76.05,5,8,0.8,2,False,19.09
english_polish_czech.txt,82.44,5,10,0,2,True,17.316
